id,Ea
icsd_20905,-0.0103
icsd_69090,0.76567
icsd_41618,0.31604
icsd_263001,-0.15904
icsd_169668,-0.4421
icsd_413676,-0.83421
icsd_280845,-0.0758
icsd_195453,0.82348
icsd_607076,-0.46623
icsd_429260,-0.40824
icsd_52512,-0.32906
icsd_418454,0.2775
icsd_79370,-0.2943
icsd_56147,-0.08602
icsd_184465,0.30985
icsd_156288,-1.23215
icsd_33573,0.54115
icsd_157549,0.96697
icsd_193467,-0.0103
icsd_2582,0.57965
icsd_100090,-0.34754
icsd_27985,0.28417
icsd_194909,0.12642
icsd_245503,0.39453
icsd_63103,0.59393
icsd_150688,0.07249
icsd_65177,-0.27791
icsd_74537,0.00673
icsd_184545,0.07606
icsd_417143,-0.18423
icsd_15097,0.22523
icsd_160824,-0.26994
icsd_77125,0.10029
icsd_153629,-0.3382
icsd_36531,0.25687
icsd_251713,-0.19076
icsd_107194,-0.24687
icsd_167555,-0.53318
icsd_59282,0.64676
icsd_74866,-0.01907
icsd_81857,-0.19739
icsd_20185,-0.09122
icsd_185367,0.19382
icsd_424738,-0.11821
icsd_20767,-0.01907
icsd_427256,0.30357
icsd_174332,0.32816
icsd_94145,-0.05126
icsd_424067,-0.25443
icsd_418054,-0.68808
icsd_181389,0.39624
icsd_624,-0.40824
icsd_248601,-0.21791
icsd_82398,0.06888
icsd_50736,0.66364
icsd_62514,0.03892
icsd_70051,-0.37683
icsd_427399,-0.17145
icsd_165207,-0.03717
icsd_85744,-0.02803
icsd_165923,-0.3382
icsd_93054,0.546
icsd_16825,-0.32906
icsd_50506,-0.08088
icsd_423476,-0.02803
icsd_51182,0.12003
icsd_41144,-0.34754
icsd_409272,-0.77985
icsd_23596,-0.73155
icsd_246886,0.73243
icsd_34810,-0.10181
icsd_260723,0.31604
icsd_25745,-0.14698
icsd_421064,-0.18423
icsd_51421,-0.0758
icsd_39442,0.41295
icsd_279588,-0.51894
icsd_49021,-0.09122
icsd_163954,-0.63009
icsd_245973,-0.30273
icsd_236430,-0.09649
icsd_400462,0.15702
icsd_168374,0.15996
icsd_181012,0.41783
icsd_186944,-0.06582
icsd_65118,0.34381
icsd_174290,0.68255
icsd_42993,-0.24687
icsd_280459,0.62317
icsd_238628,-0.64857
icsd_63489,-0.0017
icsd_186672,-0.49179
icsd_55686,0.64291
icsd_59585,-0.15904
icsd_430394,0.01089
icsd_164169,-0.12949
icsd_90936,-0.23945
icsd_181871,-0.38705
icsd_36535,-0.32906
icsd_154405,-0.3382
icsd_600239,-0.26211
icsd_39418,0.09007
icsd_44522,-0.06582
icsd_81175,0.23274
icsd_26394,-0.36685
icsd_261188,-0.3201
icsd_159529,-0.1652
icsd_151809,0.26845
icsd_605449,-0.41924
icsd_162062,-0.05606
icsd_410696,-0.01466
icsd_86310,0.32415
icsd_404199,-0.08602
icsd_14139,0.24738
icsd_73055,0.08661
icsd_182632,-0.17779
icsd_95727,0.89657
icsd_159557,0.06525
icsd_161974,0.09691
icsd_88581,0.76495
icsd_188529,-0.40824
icsd_20849,0.21501
icsd_188152,-0.32906
icsd_99426,0.03502
icsd_190697,0.12958
icsd_9087,-0.18423
icsd_202760,-0.32906
icsd_187651,-0.454
icsd_195800,-0.07078
icsd_158656,-0.06091
icsd_40986,0.44149
icsd_181938,0.40634
icsd_189665,-0.14698
icsd_28423,0.16579
icsd_50459,-0.23945
icsd_15106,-0.73155
icsd_159315,-0.86417
icsd_249584,-0.0017
icsd_62046,-0.50515
icsd_26010,0.01501
icsd_80924,-0.08088
icsd_247217,-0.47882
icsd_81082,1.14836
icsd_81346,0.33995
icsd_36482,0.02713
icsd_184934,-0.39752
icsd_167,-0.11821
icsd_291380,-0.38705
icsd_240897,0.02713
icsd_174511,0.17439
icsd_158330,-0.10721
icsd_247314,0.25921
icsd_602236,-0.41924
icsd_425186,0.78627
icsd_413049,0.34573
icsd_248087,0.15405
icsd_165350,0.34763
icsd_86273,0.24012
icsd_95778,-0.56314
icsd_423681,0.47542
icsd_196158,-0.47882
icsd_169475,-0.26994
icsd_59384,0.57403
icsd_35418,0.20189
icsd_63647,0.24012
icsd_261517,-0.12381
icsd_23771,0.55199
icsd_172737,-0.34754
icsd_83490,-0.80618
icsd_415452,-0.43052
icsd_33603,-0.21791
icsd_247566,0.12003
icsd_52150,0.63414
icsd_169429,-0.53318
icsd_413025,0.00254
icsd_68582,0.63117
icsd_238632,-0.57894
icsd_109824,0.19653
icsd_91777,-0.56314
icsd_160100,-0.07078
icsd_88639,-0.09649
icsd_30803,-0.5479
icsd_80670,-0.06091
icsd_195736,1.02792
icsd_27229,-0.11267
icsd_280597,-0.19739
icsd_167518,-0.37683
icsd_424499,-0.53318
icsd_184810,-0.09649
icsd_22078,0.58299
icsd_69873,0.80594
icsd_189661,-0.03258
icsd_20373,0.09007
icsd_430620,-0.35709
icsd_82995,-0.19739
icsd_300161,-0.04651
icsd_72555,-0.27791
icsd_1034,-0.89636
icsd_66137,-0.27791
icsd_69870,0.43841
icsd_419854,0.50158
icsd_37060,-0.26211
icsd_167289,-0.26211
icsd_300262,0.73944
icsd_155419,-0.1652
icsd_36231,0.59823
icsd_241123,-0.01466
icsd_56547,-0.09122
icsd_201656,-0.454
icsd_30910,0.21759
icsd_188418,0.50158
icsd_68426,0.01908
icsd_99742,-0.25443
icsd_73906,0.27526
icsd_83647,-0.26994
icsd_73664,0.14504
icsd_34113,-0.63009
icsd_107135,-0.21096
icsd_29283,1.16259
icsd_192148,-0.59533
icsd_246090,0.08661
icsd_429369,-0.01907
icsd_170810,-0.3201
icsd_150308,-0.83421
icsd_401298,-0.00598
icsd_160837,-0.3382
icsd_196302,-0.49179
icsd_37118,0.13271
icsd_182585,-0.05606
icsd_407046,-0.02353
icsd_237605,0.43374
icsd_280840,-0.0758
icsd_4087,-0.09649
icsd_245426,-0.47882
icsd_166816,0.60036
icsd_81003,0.32415
icsd_425964,0.34763
icsd_238611,0.67004
icsd_6042,-0.26211
icsd_236213,0.11027
icsd_237106,0.8688
icsd_83780,0.05416
icsd_155791,-0.93112
icsd_173983,-0.57894
icsd_109757,0.48801
icsd_192831,-0.0103
icsd_420147,-0.17145
icsd_168813,-0.53318
icsd_169015,-0.46623
icsd_44937,-0.96891
icsd_19025,0.79179
icsd_67498,0.33605
icsd_91946,0.39624
icsd_152961,0.10697
icsd_84303,-0.21096
icsd_419544,-0.3382
icsd_79700,0.30357
icsd_94156,-0.26994
icsd_250586,0.08661
icsd_423569,-0.2943
icsd_82349,-0.34754
icsd_187636,-0.03717
icsd_167271,-0.26994
icsd_94339,-0.38705
icsd_68653,-0.30273
icsd_201641,-0.11821
icsd_41416,0.62418
icsd_160822,0.07606
icsd_35397,-0.02353
icsd_290662,-0.66788
icsd_84963,-0.86417
icsd_151931,-0.46623
icsd_23019,0.0504
icsd_98140,-0.31133
icsd_410385,0.28855
icsd_73109,0.06158
icsd_411453,0.43374
icsd_202648,-0.14107
icsd_415328,-0.24687
icsd_69344,-0.59533
icsd_421550,0.06888
icsd_158163,-0.06091
icsd_423894,0.18003
icsd_238192,-0.12381
icsd_300213,0.09691
icsd_94136,-0.06091
icsd_59935,0.61604
icsd_14107,-0.5479
icsd_195307,-0.46623
icsd_9089,-0.12949
icsd_171935,0.12003
icsd_95438,0.1168
icsd_280730,0.18836
icsd_170139,0.10029
icsd_166221,1.08487
icsd_9668,-0.11821
icsd_61050,-0.03717
icsd_168264,-0.19739
icsd_184535,-0.37683
icsd_71183,0.66639
icsd_291611,-0.28602
icsd_87251,-0.19076
icsd_15213,-1.05606
icsd_239027,0.01501
icsd_280995,0.11027
icsd_247311,0.26616
icsd_98129,0.15405
icsd_196470,-0.20412
icsd_191535,-0.37683
icsd_169685,-0.454
icsd_417286,-0.14698
icsd_164563,-0.2943
icsd_18305,0.02312
icsd_72613,-0.23215
icsd_430311,0.28196
icsd_27743,-0.23215
icsd_38389,-0.89636
icsd_183692,-0.10181
icsd_429000,-0.2943
icsd_174116,-0.26211
icsd_248610,-0.26994
icsd_428443,0.96788
icsd_414127,-0.3201
icsd_404356,-0.56314
icsd_400013,0.338
icsd_93599,-0.37683
icsd_1119,0.38764
icsd_15865,-0.75503
icsd_20172,0.23767
icsd_238757,-0.19076
icsd_95248,-0.61236
icsd_173895,0.26386
icsd_56836,-0.21096
icsd_77538,0.18282
icsd_62611,0.42427
icsd_251666,-0.31133
icsd_247212,-0.06582
icsd_74475,-0.66788
icsd_170136,-0.03258
icsd_184590,-0.39752
icsd_290201,0.273
icsd_95439,-0.0758
icsd_290343,0.32616
icsd_55178,0.46099
icsd_172726,0.14806
icsd_14287,-0.454
icsd_41431,0.38064
icsd_89664,-0.41924
icsd_40129,0.01908
icsd_82465,0.24255
icsd_159547,-0.12949
icsd_167328,-0.25443
icsd_168995,-0.34754
icsd_35089,-0.41924
icsd_92366,-0.83421
icsd_174209,-0.23945
icsd_68755,0.06888
icsd_195208,0.06525
icsd_22010,-0.50515
icsd_100082,-0.14107
icsd_157536,-0.36685
icsd_262634,-0.80618
icsd_247778,-0.30273
icsd_107176,-0.24687
icsd_193773,0.52499
icsd_82753,0.16579
icsd_240602,-0.15904
icsd_238271,0.08312
icsd_201163,0.00254
icsd_73080,0.67723
icsd_42019,-0.21096
icsd_16490,0.54479
icsd_80477,-0.57894
icsd_180997,-0.25443
icsd_260226,-0.1652
icsd_15764,0.15107
icsd_29272,-0.50515
icsd_154406,-0.37683
icsd_252260,-0.03258
icsd_23669,0.31398
icsd_153081,0.338
icsd_291385,-0.47882
icsd_16413,-0.08088
icsd_78910,-0.22497
icsd_98381,0.02713
icsd_81450,-0.06582
icsd_418777,0.23274
icsd_245938,0.31398
icsd_281611,-0.10181
icsd_188081,0.15702
icsd_27373,-0.10181
icsd_62594,-0.1652
icsd_35380,-0.12949
icsd_248849,0.56257
icsd_20932,0.20718
icsd_245925,0.16579
icsd_99697,0.29505
icsd_65731,0.13583
icsd_157555,-0.93112
icsd_419113,-0.40824
icsd_426232,0.00673
icsd_87989,-0.1652
icsd_412143,1.02433
icsd_86172,-0.11821
icsd_42836,-0.24687
icsd_91855,-0.49179
icsd_261420,0.09007
icsd_251092,0.34188
icsd_49513,-0.49179
icsd_76896,-0.25443
icsd_65251,-0.38705
icsd_2788,0.84944
icsd_26438,0.65246
icsd_420918,0.11355
icsd_426241,-0.0103
icsd_23320,0.12003
icsd_25711,0.02312
icsd_192262,0.46246
icsd_62136,-0.0758
icsd_202644,0.14806
icsd_98476,-0.89636
icsd_33709,0.57741
icsd_183397,0.35892
icsd_16783,0.65057
icsd_51106,0.4353
icsd_261455,0.06158
icsd_202457,-0.12949
icsd_261486,0.20981
icsd_160605,-0.3382
icsd_23611,-0.12381
icsd_88058,0.24012
icsd_153870,-0.21791
icsd_37005,0.64962
icsd_187003,-0.3201
icsd_39003,0.01501
icsd_187060,-0.32906
icsd_406386,0.04278
icsd_186461,0.91346
icsd_167947,0.15107
icsd_80987,0.36261
icsd_180179,0.35519
icsd_414558,-0.1652
icsd_74194,-0.4421
icsd_238684,0.10029
icsd_10230,-0.11267
icsd_55671,-0.39752
icsd_26111,0.47684
icsd_167272,-0.26994
icsd_94082,0.16289
icsd_180339,-0.03258
icsd_87126,-0.83421
icsd_76982,-0.32906
icsd_37254,0.51214
icsd_426451,-0.05606
icsd_250768,-0.05606
icsd_421942,0.23025
icsd_153823,0.46099
icsd_240429,0.95065
icsd_167273,-0.26994
icsd_73881,-0.05126
icsd_14017,0.338
icsd_194284,-0.19076
icsd_89651,-0.57894
icsd_419201,-0.43052
icsd_5311,-0.63009
icsd_196264,0.21242
icsd_90539,0.44302
icsd_4404,-0.41924
icsd_35645,1.00042
icsd_165315,0.40966
icsd_89039,0.19653
icsd_155491,-0.08602
icsd_27655,-0.40824
icsd_89978,-0.15297
icsd_290301,0.12642
icsd_260305,0.94491
icsd_30274,-0.57894
icsd_73878,-0.23945
icsd_86958,0.23274
icsd_186427,0.0935
icsd_166069,-0.1652
icsd_291125,0.20718
icsd_411509,-0.27791
icsd_66509,-0.19076
icsd_86154,0.27526
icsd_22355,0.15702
icsd_48180,-0.53318
icsd_78194,0.31398
icsd_180833,-0.43052
icsd_51545,0.67901
icsd_77484,-0.26994
icsd_56501,-0.01907
icsd_150288,-0.32906
icsd_63395,0.17722
icsd_94418,-0.96891
icsd_195645,-0.15904
icsd_171790,-0.34754
icsd_23313,-0.64857
icsd_157769,-0.28602
icsd_165326,-0.10181
icsd_61693,-0.34754
icsd_239564,-0.03717
icsd_89992,-0.38705
icsd_109946,-0.05126
icsd_76543,0.26616
icsd_67875,0.62518
icsd_412584,-0.96891
icsd_65541,0.92116
icsd_94893,0.09691
icsd_400625,-0.454
icsd_168010,-0.39752
icsd_172567,-0.25443
icsd_184490,-0.19739
icsd_159512,0.92268
icsd_90526,0.46392
icsd_187915,-0.10181
icsd_239066,-0.56314
icsd_31028,-0.26211
icsd_421356,0.03892
icsd_163176,-0.1652
icsd_161479,-0.3382
icsd_191340,-0.17145
icsd_417469,-0.38705
icsd_21048,-0.3201
icsd_159531,-0.15904
icsd_180374,0.52499
icsd_238759,0.23767
icsd_174095,-0.59533
icsd_300182,0.34188
icsd_28587,0.24977
icsd_195950,0.01089
icsd_89450,-0.49179
icsd_55687,-0.43052
icsd_250103,0.32214
icsd_162679,-0.66788
icsd_87596,-0.09122
icsd_107172,-0.24687
icsd_159339,-0.09649
icsd_85404,-0.08088
icsd_78836,-0.11267
icsd_88467,-0.15904
icsd_33520,-0.13524
icsd_183446,-0.68808
icsd_77423,0.27526
icsd_187463,-0.09122
icsd_77914,-0.04651
icsd_41224,-0.59533
icsd_260237,-0.23215
icsd_193268,-0.34754
icsd_190951,-0.05126
icsd_183931,-0.19076
icsd_291003,-0.53318
icsd_412308,-0.83421
icsd_172996,0.0466
icsd_428633,0.27073
icsd_169655,-0.18423
icsd_26141,-0.50515
icsd_190687,0.12958
icsd_429457,0.24738
icsd_427456,0.3824
icsd_281397,0.10697
icsd_186380,0.21242
icsd_171064,0.2227
icsd_237796,0.40467
icsd_290052,0.30776
icsd_65770,-0.50515
icsd_80647,-0.05606
icsd_9508,-0.21791
icsd_291537,-0.3201
icsd_410734,0.26845
icsd_186803,-0.11821
icsd_64739,-0.00598
icsd_184887,-0.18423
icsd_165973,-0.19076
icsd_66096,-0.23945
icsd_194349,0.273
icsd_172730,0.16289
icsd_86909,-0.10721
icsd_246255,0.2227
icsd_29362,-0.01907
icsd_20036,0.24497
icsd_20470,-0.56314
icsd_99419,-0.03258
icsd_75830,-0.12949
icsd_189982,-0.35709
icsd_290245,-0.49179
icsd_184753,0.07249
icsd_1378,0.76275
icsd_291362,0.22015
icsd_167833,-0.0103
icsd_59887,0.27073
icsd_20503,-0.27791
icsd_423203,0.20189
icsd_67221,0.34954
icsd_34382,-0.01466
icsd_380417,0.1856
icsd_411171,0.16579
icsd_239383,-0.30273
icsd_423985,0.73085
icsd_34803,-0.09122
icsd_202115,-0.12381
icsd_421259,0.07961
icsd_104845,0.25687
icsd_80331,0.29505
icsd_201818,-0.35709
icsd_194288,-0.15297
icsd_107160,-0.24687
icsd_42834,-0.24687
icsd_420138,0.40634
icsd_300236,-0.36685
icsd_87969,0.29073
icsd_73484,0.3824
icsd_249907,-0.47882
icsd_250439,-0.10721
icsd_28619,0.65246
icsd_35533,-0.26994
icsd_155352,-0.2943
icsd_41646,0.24738
icsd_14045,0.03502
icsd_1314,0.03109
icsd_26856,-0.26211
icsd_605204,-0.50515
icsd_81073,-0.23945
icsd_28589,0.64195
icsd_429605,-0.61236
icsd_25027,0.38764
icsd_20217,-0.14107
icsd_427409,-0.14698
icsd_81903,0.68167
icsd_240904,0.09007
icsd_15784,-0.18423
icsd_190898,0.24012
icsd_83446,-0.14107
icsd_57089,-0.35709
icsd_419436,0.07249
icsd_172828,-0.57894
icsd_247821,0.24255
icsd_419829,-0.35709
icsd_92179,0.20718
icsd_26002,0.34188
icsd_100397,0.1168
icsd_93591,-0.01907
icsd_95121,-0.35709
icsd_71860,0.44758
icsd_247807,-0.35709
icsd_35591,0.30985
icsd_60844,-0.73155
icsd_93968,0.32415
icsd_167964,-0.34754
icsd_89038,0.25921
icsd_72977,0.39624
icsd_409501,-0.04651
icsd_25647,-0.07078
icsd_247733,-0.27791
icsd_252073,0.01501
icsd_422490,0.32214
icsd_161763,-0.40824
icsd_186162,-0.56314
icsd_193627,-0.02353
icsd_200221,0.57063
icsd_238612,-0.03717
icsd_93463,0.44302
icsd_160356,-0.05126
icsd_56023,-0.47882
icsd_33681,0.4521
icsd_40218,0.21242
icsd_710074,0.37531
icsd_40831,-0.32906
icsd_36304,0.62418
icsd_417280,-0.13524
icsd_186836,-0.41924
icsd_421907,0.37887
icsd_72472,0.32816
icsd_23286,0.98796
icsd_35635,0.26386
icsd_40661,-0.11267
icsd_187267,-0.08602
icsd_251934,0.15107
icsd_64680,0.1168
icsd_423494,0.32616
icsd_428642,0.10364
icsd_430273,-0.51894
icsd_31113,-0.38705
icsd_185308,-0.43052
icsd_248051,0.23521
icsd_164530,0.23274
icsd_180803,-0.14107
icsd_85276,0.09007
icsd_59249,0.46099
icsd_56600,-0.38705
icsd_161979,-0.11267
icsd_422033,-0.11267
icsd_67018,-0.12949
icsd_240703,0.02713
icsd_66667,0.34573
icsd_182854,0.06525
icsd_252386,-0.36685
icsd_28575,0.27973
icsd_10319,-0.01466
icsd_65524,0.54237
icsd_262019,-0.02803
icsd_423397,0.03502
icsd_35085,0.16868
icsd_200411,-0.08602
icsd_201893,0.7736
icsd_107146,-0.24687
icsd_80600,-0.43052
icsd_56582,0.27526
icsd_90564,0.2227
icsd_239218,-0.59533
icsd_31052,-0.50515
icsd_408934,0.2929
icsd_169894,-0.26211
icsd_182356,-0.41924
icsd_168377,-0.2943
icsd_78450,0.01908
icsd_95029,-0.21096
icsd_168811,-0.40824
icsd_66490,0.25452
icsd_97514,0.7082
icsd_196123,0.6361
icsd_6058,0.47542
icsd_59381,-0.26994
icsd_100439,0.991
icsd_94155,-0.26994
icsd_20482,0.23767
icsd_40457,-0.04651
icsd_170598,-0.32906
icsd_420088,0.07606
icsd_60553,0.82029
icsd_262976,-0.38705
icsd_61176,0.83542
icsd_50071,-0.06091
icsd_28612,0.23521
icsd_34641,0.05789
icsd_2201,-0.26211
icsd_419589,0.03892
icsd_408170,0.18003
icsd_190486,1.0113
icsd_92841,0.45508
icsd_248691,-0.25443
icsd_69785,-0.07078
icsd_238664,-0.70927
icsd_73097,-0.49179
icsd_82637,-0.09649
icsd_260380,-0.08088
icsd_183990,-0.03258
icsd_430192,0.40132
icsd_249953,0.09691
icsd_240443,0.85658
icsd_421189,0.69556
icsd_14304,-0.20412
icsd_78802,0.07961
icsd_417503,-0.17145
icsd_411478,0.59608
icsd_193382,-0.23215
icsd_856,0.74175
icsd_423033,0.81121
icsd_30208,0.37352
icsd_59301,0.45508
icsd_160827,-0.30273
icsd_167572,-0.14107
icsd_187367,-0.3201
icsd_165699,0.20981
icsd_2478,-0.0103
icsd_194715,0.78697
icsd_21032,-0.43052
icsd_51282,-0.3201
icsd_184090,-0.04182
icsd_160047,-0.26994
icsd_82463,0.32616
icsd_168044,-0.13524
icsd_155307,0.47114
icsd_96343,-0.61236
icsd_186522,-0.31133
icsd_162544,-0.1652
icsd_86488,-0.59533
icsd_153080,0.29505
icsd_166212,-0.53318
icsd_1411,-0.25443
icsd_47181,-0.40824
icsd_33768,-0.21096
icsd_164019,0.16579
icsd_200542,0.28855
icsd_156869,-0.66788
icsd_186999,-0.3201
icsd_248310,-0.25443
icsd_72298,-0.15904
icsd_168928,-0.22497
icsd_238648,-1.0103
icsd_262371,0.0466
icsd_98550,-0.20412
icsd_603784,-0.51894
icsd_87791,-0.04182
icsd_98872,-0.83421
icsd_158617,-0.04651
icsd_165169,-0.61236
icsd_166624,0.15702
icsd_162539,-0.1652
icsd_9276,-0.3382
icsd_430366,-0.0758
icsd_414149,0.15996
icsd_261837,-0.47882
icsd_185670,0.10364
icsd_30247,0.2775
icsd_157523,0.24497
icsd_61047,0.22775
icsd_36589,-0.61236
icsd_22113,-0.0017
icsd_61118,0.46971
icsd_42789,-0.24687
icsd_189826,-0.01907
icsd_238979,-0.1652
icsd_96019,0.15702
icsd_422452,-0.40824
icsd_168809,-0.57894
icsd_196004,0.84461
icsd_280847,-0.08088
icsd_236166,0.20718
icsd_71792,0.18003
icsd_74565,-0.27791
icsd_60366,-0.59533
icsd_24771,-1.05606
icsd_290960,-0.31133
icsd_419852,-0.09649
icsd_98573,-0.08602
icsd_181651,0.02713
icsd_262967,0.13892
icsd_180734,-0.26211
icsd_92556,0.42745
icsd_67334,0.64195
icsd_33294,0.06525
icsd_89750,0.01089
icsd_202751,0.38064
icsd_291223,-0.00598
icsd_415379,0.45952
icsd_188039,0.03892
icsd_423884,0.27526
icsd_261190,-0.50515
icsd_18106,-0.30273
icsd_238932,0.32011
icsd_192181,-0.3201
icsd_191252,-0.10181
icsd_202286,-0.26994
icsd_79229,0.41295
icsd_9329,0.53253
icsd_424911,0.33409
icsd_415483,-0.14107
icsd_108795,-0.83421
icsd_91941,-0.4421
icsd_81038,-0.10181
icsd_401860,-0.57894
icsd_90524,0.46392
icsd_60164,-1.0103
icsd_644962,-0.23215
icsd_80605,0.07249
icsd_280172,0.09007
icsd_193280,-0.23215
icsd_69018,0.24977
icsd_169670,-0.25443
icsd_410194,-0.46623
icsd_246197,0.10364
icsd_93086,-0.51894
icsd_23548,-0.09649
icsd_251542,-0.02353
icsd_249567,0.52499
icsd_42815,-0.24687
icsd_1113,-0.2943
icsd_17011,-0.0103
icsd_56732,-0.37683
icsd_78310,-0.03717
icsd_186442,-0.26994
icsd_417689,0.01908
icsd_97202,-0.26211
icsd_424114,0.26845
icsd_152805,-1.05606
icsd_605217,-0.50515
icsd_16398,0.69982
icsd_188450,0.41621
icsd_428393,-0.24687
icsd_182945,0.00673
icsd_84735,-0.73155
icsd_425886,0.28855
icsd_16242,-0.11821
icsd_9908,-0.28602
icsd_238234,-0.34754
icsd_100280,-0.06582
icsd_280468,0.60879
icsd_43071,-0.24687
icsd_96708,-0.02353
icsd_100826,-0.12381
icsd_10233,-0.14698
icsd_50667,0.63414
icsd_35475,-0.18423
icsd_642364,0.19922
icsd_44889,-0.09122
icsd_93369,-0.26994
icsd_67426,0.49756
icsd_9371,0.18836
icsd_16564,0.18003
icsd_94608,0.00673
icsd_24183,0.62114
icsd_76935,0.19653
icsd_188903,-0.12381
icsd_251169,0.55907
icsd_72549,0.23025
icsd_82466,0.26154
icsd_68756,0.06888
icsd_67600,-0.51894
icsd_190949,-0.06091
icsd_247202,-0.06091
icsd_184497,0.07249
icsd_180733,-0.15904
icsd_262732,-0.30273
icsd_300168,0.25921
icsd_53819,-0.24687
icsd_42127,-0.19076
icsd_66929,-0.1652
icsd_52578,-0.47882
icsd_91282,-0.04182
icsd_36090,-0.26994
icsd_82364,-0.00598
icsd_194080,-0.40824
icsd_171787,-0.40824
icsd_424737,-0.12381
icsd_184536,-0.38705
icsd_18306,-0.07078
icsd_82173,0.25687
icsd_252148,-0.00598
icsd_280969,1.12451
icsd_52246,-0.26994
icsd_28573,0.28196
icsd_34665,0.01089
icsd_188658,0.06158
icsd_27530,0.15702
icsd_182841,-0.39752
icsd_425448,0.41621
icsd_202454,-0.09649
icsd_162925,0.74405
icsd_424079,-0.03258
icsd_42495,-0.07078
icsd_155203,0.5199
icsd_239169,-0.08602
icsd_391057,0.37709
icsd_157945,0.14806
icsd_92513,0.44909
icsd_164210,-0.26211
icsd_194391,0.30145
icsd_412184,0.01089
icsd_50627,0.33212
icsd_65237,-0.1652
icsd_236212,0.07249
icsd_180306,-0.24687
icsd_65533,0.86418
icsd_171784,-0.21096
icsd_67016,-0.04182
icsd_181061,0.59284
icsd_65924,0.63903
icsd_15631,-0.19076
icsd_166486,-0.68808
icsd_50538,0.20718
icsd_180199,0.55673
icsd_160833,-0.05606
icsd_76980,-0.34754
icsd_94226,0.16579
icsd_78592,0.32816
icsd_80992,0.27526
icsd_91939,-0.41924
icsd_238224,0.01089
icsd_68347,-0.35709
icsd_27163,0.13271
icsd_153803,0.13583
icsd_236386,-0.40824
icsd_425934,0.21759
icsd_94606,0.00673
icsd_182443,0.24497
icsd_171080,-0.10181
icsd_429249,0.06525
icsd_246254,0.33014
icsd_240458,0.72848
icsd_201347,-0.05126
icsd_195651,0.59929
icsd_153620,-0.21791
icsd_162921,0.16579
icsd_94223,0.28196
icsd_94284,-0.96891
icsd_97259,-0.11821
icsd_84716,0.35706
icsd_50018,0.1856
icsd_193261,0.53624
icsd_91936,-0.40824
icsd_174277,-0.20412
icsd_23240,-0.02803
icsd_68824,0.06888
icsd_262322,0.4353
icsd_83662,0.18003
icsd_92626,0.10697
icsd_158517,-0.01466
icsd_100001,-1.0103
icsd_89573,-0.68808
icsd_923,0.23521
icsd_171807,-0.46623
icsd_98733,0.0935
icsd_30958,-0.40824
icsd_81537,0.39453
icsd_191865,0.00673
icsd_72193,-0.12381
icsd_248226,0.03109
icsd_421429,-0.19076
icsd_159521,-0.1652
icsd_424961,0.82981
icsd_290782,0.87506
icsd_195953,0.56604
icsd_281607,-0.14107
icsd_248414,-0.454
icsd_172582,0.0466
icsd_420980,-0.08602
icsd_171788,-0.37683
icsd_414455,-0.46623
icsd_188932,-0.03258
icsd_10223,-0.12949
icsd_194400,-0.19076
icsd_42803,-0.24687
icsd_94281,-0.93112
icsd_75572,-0.61236
icsd_35154,-0.10181
icsd_15869,-1.0103
icsd_165872,-0.38705
icsd_239036,0.06158
icsd_183380,0.54115
icsd_404015,-0.50515
icsd_54198,-0.14107
icsd_36228,0.50953
icsd_66996,0.16289
icsd_74251,0.21501
icsd_92367,-0.86417
icsd_427,-0.14698
icsd_153872,-0.23945
icsd_415960,-0.77985
icsd_107149,-0.24687
icsd_9214,-0.34754
icsd_100125,0.59929
icsd_168048,-0.08088
icsd_261322,-0.35709
icsd_430711,-0.03717
icsd_428142,-0.66788
icsd_79780,0.69642
icsd_79427,-0.30273
icsd_155080,-1.10721
icsd_158927,-0.50515
icsd_40117,-0.18423
icsd_81506,0.22015
icsd_100477,0.35331
icsd_49754,-0.10721
icsd_421552,-0.03258
icsd_252649,0.23025
icsd_185887,-0.57894
icsd_42847,-0.24687
icsd_237030,-0.08602
icsd_9904,-0.40824
icsd_67894,-0.86417
icsd_409484,-1.0103
icsd_290335,-0.5479
icsd_155977,1.03697
icsd_66999,0.15702
icsd_39846,0.6046
icsd_64709,-0.80618
icsd_40889,0.04278
icsd_20804,0.33212
icsd_404852,0.17722
icsd_627523,-0.50515
icsd_67606,-0.14107
icsd_67150,-0.35709
icsd_172541,-0.3382
icsd_186878,0.408
icsd_93368,0.03502
icsd_76553,-0.27791
icsd_422047,0.59716
icsd_251103,-0.23215
icsd_18320,-0.86417
icsd_186801,-0.24687
icsd_427477,-0.20412
icsd_88419,0.41945
icsd_81111,-0.32906
icsd_187368,-0.30273
icsd_95120,-0.21791
icsd_69139,0.03109
icsd_154175,-0.12381
icsd_31033,-0.04651
icsd_98454,-0.83421
icsd_187187,0.26616
icsd_413882,0.35892
icsd_18315,0.10029
icsd_192737,-0.05606
icsd_54121,-0.01466
icsd_182740,-0.5479
icsd_75031,-0.19739
icsd_193270,-0.3382
icsd_21069,0.12324
icsd_61117,0.4989
icsd_98845,-0.30273
icsd_414242,-0.59533
icsd_280534,-0.34754
icsd_183102,-0.4421
icsd_51464,0.65995
icsd_41100,0.27526
icsd_80551,-0.25443
icsd_26803,0.66639
icsd_426242,-0.03258
icsd_63205,0.82981
icsd_424809,1.04316
icsd_387,-0.17145
icsd_50685,0.6046
icsd_94598,-0.0103
