id,RT_1,RT_2,RT_3,label
icsd_157536,0.071272,0.073774,0.080953,Ag
icsd_262634,0.096645,0.1124,0.109427,Ag
icsd_247778,0.149836,0.154774,0.170689,O
icsd_107176,0.063987,0.066263,0.072493,Zn
icsd_193773,0.127122,0.096436,0.144317,O
icsd_82753,0.135201,0.139685,0.158363,O
icsd_240602,0.084679,0.087597,0.095998,Na
icsd_238271,0.129982,0.135549,0.162808,O
icsd_201163,0.159803,0.165049,0.180302,K
icsd_73080,0.081379,0.084194,0.092295,K
icsd_42019,0.066867,0.069232,0.076009,Zn
icsd_16490,0.130905,0.135255,0.147873,K
icsd_80477,0.221269,0.228421,0.293934,F
icsd_180997,0.140918,0.145579,0.145331,O
icsd_260226,0.15397,0.159036,0.25239,O
icsd_15764,0.108667,0.112328,0.068336,F
icsd_29272,0.142077,0.146773,0.162618,O
icsd_154406,0.074032,0.07662,0.074594,Cu
icsd_252260,0.517002,0.540863,0.581151,O
icsd_23669,0.076155,0.078808,0.095814,Mg
icsd_153081,0.110874,0.12289,0.125394,K
icsd_291385,0.068663,0.076398,0.078025,Cu
icsd_16413,0.113602,0.117417,0.111973,F
icsd_78910,0.154831,0.159924,0.15578,O
icsd_98381,0.28807,0.297292,0.32464,O
icsd_81450,0.122712,0.142544,0.155806,O
icsd_418777,0.11799,0.124052,0.135514,K
icsd_245938,0.074349,0.108898,0.03277,F
icsd_281611,0.14362,0.145789,0.159338,O
icsd_188081,0.117733,0.121675,0.119239,O
icsd_27373,0.08279,0.085649,0.093879,Mg
icsd_62594,0.107457,0.12196,0.118218,Na
icsd_35380,0.062873,0.065114,0.071527,Zn
icsd_248849,0.104214,0.107737,0.097189,O
icsd_20932,0.108081,0.064927,0.122259,Na
icsd_245925,0.150864,0.155833,0.168787,K
icsd_99697,0.127397,0.130354,0.142538,O
icsd_65731,0.040048,0.041582,0.045913,Li
icsd_157555,0.03297,0.04973,0.054782,Cu
icsd_419113,0.13758,0.142138,0.087846,O
icsd_426232,0.160086,0.152698,0.18062,O
icsd_87989,0.071551,0.073772,0.081265,Li
icsd_412143,0.070738,0.073223,0.080354,O
icsd_86172,0.12104,0.125085,0.146611,O
icsd_42836,0.063842,0.066113,0.072493,Zn
icsd_91855,0.141763,0.14645,0.137764,O
icsd_261420,0.069682,0.072135,0.079052,Li
icsd_251092,0.100845,0.104731,0.114648,O
icsd_49513,0.15737,0.180472,0.245654,O
icsd_76896,0.06407,0.066348,0.072473,Zn
icsd_65251,0.056334,0.072514,0.064345,Cu
icsd_2788,0.10231,0.107318,0.111925,K
icsd_26438,0.1143,0.118136,0.125194,K
icsd_420918,0.057101,0.128904,0.058133,O
icsd_426241,0.138385,0.134583,0.149715,O
icsd_23320,0.086259,0.097879,0.097772,O
icsd_25711,0.149592,0.154521,0.243039,O
icsd_192262,0.232298,0.255771,0.279049,O
icsd_62136,0.103993,0.105934,0.065694,Na
icsd_202644,0.17473,0.180439,0.158836,O
icsd_98476,0.068714,0.03416,0.051896,Cu
icsd_33709,0.097884,0.101211,0.110817,K
icsd_183397,0.063268,0.065521,0.07197,Al
icsd_16783,0.064985,0.067292,0.073897,F
icsd_51106,0.084012,0.086909,0.109118,Na
icsd_261455,0.059657,0.061799,0.067918,Li
icsd_202457,0.11324,0.117043,0.112484,F
icsd_261486,0.1292,0.134784,0.141085,O
icsd_160605,0.150406,0.155361,0.169757,O
icsd_23611,0.153806,0.158866,0.159285,O
icsd_88058,0.058019,0.06011,0.06608,Mg
icsd_153870,0.155634,0.160752,0.175624,O
icsd_37005,0.060923,0.063104,0.06934,F
icsd_187003,0.108719,0.112362,0.151678,F
icsd_39003,0.260341,0.268705,0.293126,O
icsd_187060,0.072846,0.071364,0.084383,Li
icsd_406386,0.072583,0.075126,0.088854,Zn
icsd_186461,0.068122,0.070526,0.077417,O
icsd_167947,0.143154,0.144596,0.110051,O
icsd_80987,0.103767,0.107671,0.119926,Na
icsd_180179,0.101903,0.105354,0.115327,O
icsd_414558,0.127397,0.131639,0.143937,Li
icsd_74194,0.109999,0.113702,0.028665,Ag
icsd_238684,0.076513,0.094194,0.055958,O
icsd_10230,0.127108,0.154811,0.173077,O
icsd_55671,0.043653,0.066212,0.049959,Cu
icsd_26111,0.104759,0.108299,0.118532,K
icsd_167272,0.150771,0.155738,0.170167,O
icsd_94082,0.125646,0.129851,0.134267,O
icsd_180339,0.088526,0.11113,0.102952,O
icsd_87126,0.090705,0.09381,0.079518,Cu
icsd_76982,0.084242,0.087146,0.095508,Zn
icsd_37254,0.118671,0.122642,0.134143,K
icsd_426451,0.115478,0.117022,0.130561,Na
icsd_250768,0.126595,0.131999,0.143037,O
icsd_421942,0.198093,0.231271,0.177677,O
icsd_153823,0.090051,0.093135,0.102027,O
icsd_240429,0.058414,0.060428,0.066427,O
icsd_167273,0.150744,0.155709,0.170136,O
icsd_73881,0.11,0.109948,0.177358,O
icsd_14017,0.082158,0.084997,0.09004,Na
icsd_194284,0.099713,0.118467,0.145554,Li
icsd_89651,0.085497,0.088439,0.115094,Li
icsd_419201,0.076849,0.065916,0.087211,Cu
icsd_5311,0.190325,0.196517,0.13083,K
icsd_196264,0.109215,0.112893,0.080585,O
icsd_90539,0.090818,0.093926,0.102887,O
icsd_4404,0.122364,0.128345,0.140351,F
icsd_35645,0.107389,0.111011,0.123133,K
icsd_165315,0.128719,0.133001,0.145419,K
icsd_89039,0.10153,0.10497,0.099356,O
icsd_155491,0.125404,0.140262,0.13716,O
icsd_27655,0.122295,0.126378,0.10378,Ag
icsd_89978,0.122454,0.126542,0.165652,O
icsd_290301,0.136695,0.141225,0.144314,O
icsd_260305,0.061817,0.064026,0.070331,K
icsd_30274,0.230286,0.237717,0.259398,F
icsd_73878,0.27577,0.278135,0.31044,O
icsd_86958,0.110183,0.113891,0.080634,O
icsd_186427,0.089394,0.093029,0.10129,O
icsd_166069,0.090387,0.093481,0.117292,O
icsd_291125,0.113835,0.115857,0.128717,O
icsd_411509,0.140654,0.142676,0.181703,F
icsd_66509,0.065515,0.113491,0.072406,Li
icsd_86154,0.115256,0.119121,0.14051,K
icsd_22355,0.12806,0.10764,0.144681,Na
icsd_48180,0.182837,0.188797,0.20284,K
icsd_78194,0.123793,0.124928,0.106593,O
icsd_180833,0.148909,0.153817,0.168077,O
icsd_51545,0.090716,0.089004,0.09753,Ca
icsd_77484,0.147879,0.152755,0.150177,O
icsd_56501,0.096289,0.099566,0.109027,Na
icsd_150288,0.072538,0.085864,0.081785,Ag
icsd_63395,0.136623,0.142798,0.138529,O
icsd_94418,0.104435,0.052029,0.089595,Cu
icsd_195645,0.13403,0.147174,0.15138,O
icsd_171790,0.135054,0.139533,0.152528,O
icsd_23313,0.206891,0.153589,0.242981,O
icsd_157769,0.08173,0.084556,0.092689,Mg
icsd_165326,0.064163,0.070986,0.072975,Li
icsd_61693,0.061048,0.063233,0.059579,Cu
icsd_239564,0.152933,0.157967,0.172593,O
icsd_89992,0.090909,0.094019,0.102989,Li
icsd_109946,0.085341,0.089,0.122871,Na
icsd_76543,0.094862,0.098095,0.034443,Na
icsd_67875,0.060092,0.062247,0.067229,Mg
icsd_412584,0.079304,0.073979,0.091535,Cu
icsd_65541,0.109403,0.113087,0.123743,K
icsd_94893,0.067085,0.068273,0.075257,Li
icsd_400625,0.05053,0.081742,0.065595,Li
icsd_168010,0.148753,0.145937,0.167902,O
icsd_172567,0.152997,0.163593,0.175963,O
icsd_184490,0.039651,0.041173,0.040521,Zn
icsd_159512,0.106861,0.116952,0.127951,K
icsd_90526,0.089987,0.093069,0.101954,O
icsd_187915,0.121299,0.125352,0.137093,O
icsd_239066,0.2284,0.235772,0.244145,K
icsd_31028,0.134154,0.138605,0.119513,Ag
icsd_421356,0.135972,0.129353,0.163594,O
icsd_163176,0.085036,0.087964,0.096398,Li
icsd_161479,0.05612,0.079974,0.065329,Li
icsd_191340,0.234013,0.24156,0.263581,O
icsd_417469,0.137475,0.142029,0.125663,Ag
icsd_21048,0.090438,0.093534,0.101832,Li
icsd_159531,0.16415,0.15625,0.185181,O
icsd_180374,0.130625,0.134967,0.147559,O
icsd_238759,0.207761,0.113122,0.123781,O
icsd_174095,0.0753,0.077926,0.085473,Ag
icsd_300182,0.124799,0.12896,0.141021,K
icsd_28587,0.086277,0.089244,0.09766,O
icsd_195950,0.139441,0.144612,0.144113,O
icsd_89450,0.062041,0.064257,0.064878,Cu
icsd_55687,0.157162,0.162327,0.035015,Cu
icsd_250103,0.146133,0.150956,0.125542,K
icsd_162679,0.161363,0.166658,0.203511,O
icsd_87596,0.13733,0.14188,0.143398,O
icsd_107172,0.063839,0.066111,0.072493,Zn
icsd_159339,0.144436,0.147165,0.163058,O
icsd_85404,0.158355,0.1514,0.162729,K
icsd_78836,0.08511,0.063022,0.096481,Li
icsd_88467,0.031852,0.078923,0.098682,Li
icsd_33520,0.13342,0.137848,0.117053,K
icsd_183446,0.145207,0.150001,0.150091,O
icsd_77423,0.215859,0.200082,0.243208,O
icsd_187463,0.116814,0.123485,0.13206,O
icsd_77914,0.110857,0.114586,0.107011,F
icsd_41224,0.147125,0.151978,0.21172,O
icsd_260237,0.147012,0.217182,0.180151,O
icsd_193268,0.154832,0.159924,0.228145,O
icsd_190951,0.115292,0.113447,0.130352,O
icsd_183931,0.099914,0.103303,0.098938,O
icsd_291003,0.045612,0.047318,0.052157,Cu
icsd_412308,0.073787,0.074356,0.093378,Cu
icsd_172996,0.135206,0.141926,0.152974,O
icsd_428633,0.182729,0.180428,0.197042,O
icsd_169655,0.144048,0.148806,0.162622,O
icsd_26141,0.096635,0.099923,0.135338,Ag
icsd_190687,0.124381,0.128529,0.140551,O
icsd_429457,0.109095,0.109649,0.123398,O
icsd_427456,0.134058,0.119095,0.107423,K
icsd_281397,0.219977,0.23587,0.247829,O
icsd_186380,0.102298,0.116684,0.083989,O
icsd_171064,0.138112,0.138515,0.15142,O
icsd_237796,0.050558,0.088236,0.093825,Cu
icsd_290052,0.137086,0.141628,0.13185,O
icsd_65770,0.12826,0.13658,0.149315,F
icsd_80647,0.08902,0.103772,0.10087,Ag
icsd_9508,0.173568,0.179241,0.195785,O
icsd_291537,0.145657,0.150465,0.147569,O
icsd_410734,0.103741,0.113023,0.145998,K
icsd_186803,0.144003,0.14876,0.112448,O
icsd_64739,0.068321,0.064813,0.085524,Mg
icsd_184887,0.14905,0.153963,0.147089,O
icsd_165973,0.094269,0.097484,0.060483,Mg
icsd_66096,0.082301,0.085145,0.09333,Li
icsd_194349,0.210876,0.183377,0.207313,O
icsd_172730,0.150649,0.155611,0.173771,O
icsd_86909,0.127341,0.131581,0.143873,O
icsd_246255,0.146137,0.15096,0.164966,K
icsd_29362,0.117116,0.154382,0.204146,O
icsd_20036,0.092755,0.117393,0.129009,O
icsd_20470,0.153216,0.158258,0.213943,O
icsd_99419,0.113389,0.113925,0.128216,O
icsd_75830,0.119551,0.12355,0.126205,O
icsd_189982,0.112856,0.112383,0.123193,O
icsd_290245,0.135554,0.140048,0.15309,O
icsd_184753,0.150385,0.157766,0.141195,O
icsd_1378,0.116761,0.120673,0.132,K
icsd_291362,0.170871,0.17646,0.192723,O
icsd_167833,0.107821,0.111456,0.121968,Ca
icsd_59887,0.087872,0.123049,0.165292,K
icsd_20503,0.110999,0.10368,0.113504,Na
icsd_423203,0.214427,0.232447,0.255047,O
icsd_67221,0.089835,0.092912,0.108342,Al
icsd_34382,0.236305,0.243923,0.285024,O
icsd_380417,0.144908,0.149692,0.131768,K
icsd_411171,0.071364,0.073868,0.059573,Al
icsd_239383,0.107574,0.122434,0.121691,O
icsd_423985,0.057351,0.065608,0.064213,O
icsd_34803,0.098841,0.094071,0.111891,O
icsd_202115,0.077299,0.079987,0.134792,Na
icsd_421259,0.070697,0.073181,0.060027,Li
icsd_104845,0.057137,0.0592,0.06509,Mg
icsd_80331,0.153122,0.149676,0.171961,O
icsd_201818,0.147788,0.152661,0.166818,O
icsd_194288,0.097792,0.117549,0.142798,Li
icsd_107160,0.063878,0.066151,0.072493,Zn
icsd_42834,0.063865,0.066137,0.072493,Zn
icsd_420138,0.098214,0.101551,0.081692,O
icsd_300236,0.120101,0.126102,0.109834,Na
icsd_87969,0.115887,0.093138,0.129215,O
icsd_73484,0.085265,0.088201,0.036007,Na
icsd_249907,0.054808,0.056799,0.149759,Na
icsd_250439,0.073635,0.124225,0.132129,Na
icsd_28619,0.091901,0.095043,0.104103,Na
icsd_35533,0.150797,0.172238,0.198472,O
icsd_155352,0.10656,0.059939,0.120553,F
icsd_41646,0.109105,0.112779,0.080683,O
icsd_14045,0.088501,0.091537,0.094816,Li
icsd_1314,0.216412,0.264555,0.28861,O
icsd_26856,0.143963,0.148718,0.162527,O
icsd_605204,0.078474,0.081199,0.089035,Ag
icsd_81073,0.12986,0.134178,0.152914,O
icsd_28589,0.095135,0.098377,0.107732,Na
icsd_429605,0.033546,0.034878,0.358757,F
icsd_25027,0.111462,0.121236,0.126054,K
icsd_20217,0.07134,0.073844,0.08112,Li
icsd_427409,0.145184,0.1464,0.164375,O
icsd_81903,0.100568,0.103978,0.113829,O
icsd_240904,0.140662,0.145315,0.140398,O
icsd_15784,0.107527,0.111153,0.121638,F
icsd_190898,0.1273,0.138553,0.120883,O
icsd_83446,0.119431,0.145542,0.166911,O
icsd_57089,0.122476,0.126731,0.106967,Na
icsd_419436,0.124922,0.121969,0.165792,O
icsd_172828,0.083694,0.047873,0.05276,Cu
icsd_247821,0.142359,0.147065,0.160727,O
icsd_419829,0.07173,0.071256,0.081466,Al
icsd_92179,0.103863,0.107376,0.103308,Na
icsd_26002,0.117425,0.143791,0.143343,O
icsd_100397,0.156002,0.16113,0.178477,O
icsd_93591,0.119892,0.123901,0.075209,Ag
icsd_95121,0.085425,0.088366,0.091215,Ag
icsd_71860,0.063089,0.065337,0.07177,Al
icsd_247807,0.153061,0.158098,0.225503,O
icsd_35591,0.083441,0.08632,0.120982,O
icsd_60844,0.141047,0.145711,0.018707,Cu
icsd_93968,0.14408,0.148839,0.149567,O
icsd_167964,0.154962,0.160058,0.228289,O
icsd_89038,0.101266,0.104698,0.099217,O
icsd_72977,0.137934,0.122521,0.155761,K
icsd_409501,0.09226,0.095413,0.104506,Li
icsd_25647,0.062904,0.065348,0.06232,Zn
icsd_247733,0.097213,0.101283,0.111107,O
icsd_252073,0.059116,0.126241,0.103368,F
icsd_422490,0.187699,0.193842,0.225956,O
icsd_161763,0.095197,0.065644,0.107802,Li
icsd_186162,0.146723,0.151564,0.201746,O
icsd_193627,0.149174,0.148845,0.206535,O
icsd_200221,0.055767,0.057788,0.0909,Ca
icsd_238612,0.248087,0.25607,0.279374,O
icsd_93463,0.08074,0.111478,0.091098,O
icsd_160356,0.133684,0.138121,0.139311,O
icsd_56023,0.080192,0.08297,0.090963,Li
icsd_33681,0.125705,0.129894,0.142038,K
icsd_40218,0.07021,0.048557,0.068424,Li
icsd_710074,0.122918,0.120882,0.132228,O
icsd_40831,0.096644,0.099932,0.108435,O
icsd_36304,0.094411,0.09763,0.106919,K
icsd_417280,0.13774,0.142302,0.143016,O
icsd_186836,0.153191,0.158233,0.225848,O
icsd_421907,0.125492,0.119962,0.141626,O
icsd_72472,0.162323,0.164026,0.137028,K
icsd_23286,0.054637,0.053659,0.059059,Ca
icsd_35635,0.115052,0.118911,0.11274,Na
icsd_40661,0.117169,0.13574,0.15445,O
icsd_187267,0.118898,0.118187,0.103382,O
icsd_251934,0.128636,0.127523,0.145327,O
icsd_64680,0.090493,0.093591,0.104158,Na
icsd_423494,0.282849,0.279712,0.328046,O
icsd_428642,0.122686,0.122242,0.138386,O
icsd_430273,0.148756,0.15366,0.149373,F
icsd_31113,0.050797,0.052664,0.057976,Cu
icsd_185308,0.052209,0.083485,0.068083,Li
icsd_248051,0.113581,0.117395,0.128432,O
icsd_164530,0.10959,0.11328,0.080694,O
icsd_180803,0.130034,0.190899,0.146896,O
icsd_85276,0.120338,0.156878,0.092839,O
icsd_59249,0.067275,0.0703,0.06845,Mg
icsd_56600,0.072168,0.074698,0.071354,Cu
icsd_161979,0.112746,0.141681,0.164963,O
icsd_422033,0.07642,0.084267,0.08673,Cu
icsd_67018,0.071117,0.073614,0.136636,Cu
icsd_240703,0.085335,0.093362,0.095394,Li
icsd_66667,0.101021,0.104445,0.114337,Ca
icsd_182854,0.065104,0.067415,0.074031,F
icsd_252386,0.154867,0.159961,0.174763,O
icsd_28575,0.085308,0.08803,0.096704,O
icsd_10319,0.101791,0.099618,0.119581,Na
icsd_65524,0.131153,0.135511,0.148152,K
icsd_262019,0.193027,0.134125,0.21858,O
icsd_423397,0.249124,0.260555,0.213184,O
icsd_35085,0.133377,0.137254,0.150646,O
icsd_200411,0.12404,0.107211,0.117199,Na
icsd_201893,0.114125,0.120884,0.133111,K
icsd_107146,0.063999,0.066276,0.072243,Zn
icsd_80600,0.072914,0.08672,0.048213,Cu
icsd_56582,0.09471,0.099205,0.066991,Ca
icsd_90564,0.100294,0.103696,0.113521,O
icsd_239218,0.139358,0.143971,0.197026,O
icsd_31052,0.077362,0.080052,0.089417,Zn
icsd_408934,0.086914,0.047891,0.050512,Na
icsd_169894,0.106116,0.105698,0.115701,O
icsd_182356,0.137862,0.142428,0.15698,O
icsd_168377,0.06497,0.067276,0.07388,Zn
icsd_78450,0.062402,0.077136,0.070998,Zn
icsd_95029,0.056082,0.036231,0.039073,Cu
icsd_168811,0.159528,0.164766,0.179993,O
icsd_66490,0.062548,0.059869,0.065818,Mg
icsd_97514,0.037915,0.039383,0.04352,Cu
icsd_196123,0.079295,0.118481,0.098583,O
icsd_6058,0.104841,0.108384,0.118624,K
icsd_59381,0.07752,0.080216,0.091502,Li
icsd_100439,0.10697,0.110578,0.078417,K
icsd_94155,0.143734,0.148482,0.16227,O
icsd_20482,0.105497,0.110525,0.159026,O
icsd_40457,0.063123,0.065372,0.071808,Li
icsd_170598,0.097779,0.119042,0.110699,O
icsd_420088,0.1133,0.117104,0.157007,K
icsd_60553,0.086257,0.089223,0.069254,Ca
icsd_262976,0.081387,0.084203,0.061828,Cu
icsd_61176,0.126972,0.112219,0.143459,K
icsd_50071,0.129409,0.133714,0.135002,O
icsd_28612,0.084882,0.087806,0.096226,O
icsd_34641,0.109868,0.125077,0.177446,O
icsd_2201,0.146223,0.146782,0.170474,O
icsd_419589,0.150298,0.15525,0.175496,K
icsd_408170,0.120656,0.119249,0.121914,O
icsd_190486,0.065912,0.068247,0.074937,Ca
icsd_92841,0.102554,0.108642,0.116057,O
icsd_248691,0.194102,0.200412,0.218793,O
icsd_69785,0.124348,0.109866,0.120238,Na
icsd_238664,0.2143,0.219467,0.241458,O
icsd_73097,0.152757,0.157785,0.205932,O
icsd_82637,0.060482,0.082156,0.063606,Ag
icsd_260380,0.193378,0.221913,0.238193,O
icsd_183990,0.12004,0.129368,0.134439,O
icsd_430192,0.129232,0.133531,0.143279,O
icsd_249953,0.134764,0.163497,0.155114,O
icsd_240443,0.056122,0.058154,0.063952,O
icsd_421189,0.077047,0.079842,0.084791,O
icsd_14304,0.058741,0.06445,0.076279,Cu
icsd_78802,0.150582,0.155543,0.142384,O
icsd_417503,0.146243,0.14381,0.165085,O
icsd_411478,0.08836,0.091391,0.108806,Mg
icsd_193382,0.159395,0.164629,0.175898,O
icsd_856,0.117747,0.127055,0.136954,K
icsd_423033,0.032985,0.0343,0.037988,Mg
icsd_30208,0.099316,0.102687,0.112423,Na
icsd_59301,0.103859,0.104091,0.117521,Na
icsd_160827,0.115562,0.102885,0.123811,O
icsd_167572,0.092004,0.099662,0.104218,Li
icsd_187367,0.10266,0.106134,0.138007,O
icsd_165699,0.103248,0.105301,0.116836,O
icsd_2478,0.124274,0.13479,0.147367,Na
icsd_194715,0.097282,0.100591,0.101755,O
icsd_21032,0.074332,0.076928,0.085093,Li
icsd_51282,0.091253,0.09949,0.103375,Cu
icsd_184090,0.136107,0.140619,0.153711,O
icsd_160047,0.0672,0.069575,0.065778,Cu
icsd_82463,0.123123,0.127232,0.111331,O
icsd_168044,0.121798,0.148584,0.163479,O
icsd_155307,0.081553,0.084373,0.091823,O
icsd_96343,0.073732,0.07631,0.034885,Cu
icsd_186522,0.083443,0.085053,0.093229,Li
icsd_162544,0.113485,0.137187,0.164644,O
icsd_86488,0.147132,0.151986,0.211729,O
icsd_153080,0.116146,0.127172,0.13131,K
icsd_166212,0.148489,0.153385,0.205783,O
icsd_1411,0.085369,0.084991,0.103047,Li
icsd_47181,0.12026,0.112283,0.135927,F
icsd_33768,0.135154,0.139637,0.155574,O
icsd_164019,0.200455,0.206962,0.225922,O
icsd_200542,0.144649,0.149425,0.163296,K
icsd_156869,0.105562,0.109552,0.119433,F
icsd_186999,0.109748,0.113823,0.152928,F
icsd_248310,0.174861,0.174625,0.190223,O
icsd_72298,0.119257,0.110102,0.134801,Na
icsd_168928,0.081412,0.083741,0.083888,Zn
icsd_238648,0.206278,0.209034,0.217207,O
icsd_262371,0.137414,0.125613,0.18522,K
icsd_98550,0.138003,0.157912,0.154793,O
icsd_603784,0.058387,0.060489,0.066493,Cu
icsd_87791,0.08739,0.060037,0.066001,Cu
icsd_98872,0.094247,0.076082,0.121964,Cu
icsd_158617,0.227061,0.234392,0.273481,O
icsd_165169,0.164096,0.169475,0.18512,Ag
icsd_166624,0.126742,0.130964,0.159622,Na
icsd_162539,0.113472,0.137151,0.164604,O
icsd_9276,0.137918,0.147123,0.155743,O
icsd_430366,0.291208,0.195035,0.21295,O
icsd_414149,0.118169,0.11635,0.13358,O
icsd_261837,0.170977,0.161395,0.197455,O
icsd_185670,0.136476,0.146968,0.160621,O
icsd_30247,0.14453,0.149303,0.125759,K
icsd_157523,0.057767,0.05985,0.065797,Mg
icsd_61047,0.136701,0.143323,0.154377,K
icsd_36589,0.124374,0.141023,0.140544,Ag
icsd_22113,0.076587,0.079253,0.086917,F
icsd_61118,0.055839,0.057863,0.063579,Li
icsd_42789,0.06391,0.066184,0.072493,Zn
icsd_189826,0.060873,0.063052,0.026998,Li
icsd_238979,0.149875,0.154814,0.173837,O
icsd_96019,0.108211,0.113516,0.085558,O
icsd_422452,0.125552,0.129708,0.163452,O
icsd_168809,0.141513,0.146192,0.159777,O
icsd_196004,0.038283,0.039762,0.017973,Mg
icsd_280847,0.075218,0.048305,0.053762,Zn
icsd_236166,0.112654,0.115498,0.127392,O
icsd_71792,0.087044,0.094372,0.111096,Cu
icsd_74565,0.071128,0.073625,0.084056,Li
icsd_60366,0.074469,0.07707,0.084541,Li
icsd_24771,0.056476,0.058519,0.064349,Cu
icsd_290960,0.160981,0.166264,0.181624,O
icsd_419852,0.055965,0.057993,0.063776,Li
icsd_98573,0.136907,0.132975,0.159535,O
icsd_181651,0.130598,0.134939,0.143489,O
icsd_262967,0.152625,0.134163,0.170163,K
icsd_180734,0.162613,0.167946,0.125324,O
icsd_92556,0.091052,0.094167,0.103149,O
icsd_67334,0.08286,0.085721,0.033417,Cu
icsd_33294,0.144788,0.149569,0.169252,K
icsd_89750,0.143679,0.143438,0.162208,O
icsd_202751,0.13449,0.25776,0.226733,O
icsd_291223,0.064761,0.068896,0.036946,Zn
icsd_415379,0.127183,0.131905,0.126817,K
icsd_188039,0.111984,0.088018,0.096457,O
icsd_423884,0.220597,0.227728,0.340274,O
icsd_261190,0.121164,0.125212,0.148043,F
icsd_18106,0.171723,0.177339,0.038416,Cu
icsd_238932,0.23295,0.192223,0.237508,O
icsd_192181,0.130179,0.134507,0.147058,O
icsd_191252,0.218574,0.225684,0.125081,O
icsd_202286,0.134744,0.138947,0.152181,O
icsd_79229,0.114916,0.12543,0.144899,O
icsd_9329,0.134249,0.138703,0.151625,K
icsd_424911,0.066436,0.078096,0.085657,Li
icsd_415483,0.072569,0.074113,0.108883,Cu
icsd_108795,0.071918,0.07444,0.052121,Cu
icsd_91941,0.145591,0.150397,0.164353,O
icsd_81038,0.126318,0.130526,0.028919,Cu
icsd_401860,0.108463,0.112118,0.094184,Na
icsd_90524,0.089979,0.093061,0.101946,O
icsd_60164,0.068092,0.070495,0.077384,Cu
icsd_644962,0.122499,0.126589,0.13844,Na
icsd_80605,0.215991,0.221345,0.241178,O
icsd_280172,0.206946,0.211421,0.196753,O
icsd_193280,0.19069,0.189453,0.219507,O
icsd_69018,0.108198,0.152656,0.148228,K
icsd_169670,0.133039,0.144781,0.150268,O
icsd_410194,0.08246,0.073109,0.077018,Zn
icsd_246197,0.261975,0.155422,0.258591,O
icsd_93086,0.13998,0.144043,0.158182,O
icsd_23548,0.184957,0.18833,0.203993,O
icsd_251542,0.149654,0.154586,0.168913,O
icsd_249567,0.092859,0.088684,0.105177,O
icsd_42815,0.063865,0.066137,0.072493,Zn
icsd_1113,0.079798,0.081764,0.09052,Li
icsd_17011,0.070942,0.073434,0.080583,F
icsd_56732,0.10997,0.070647,0.081634,Al
icsd_78310,0.010119,0.010725,0.043353,Zn
icsd_186442,0.147317,0.152176,0.165012,O
icsd_417689,0.10282,0.1063,0.116356,Na
icsd_97202,0.14775,0.152623,0.166777,O
icsd_424114,0.129384,0.108324,0.081027,O
icsd_152805,0.064021,0.066298,0.081417,Cu
icsd_605217,0.078638,0.081368,0.089219,Ag
icsd_16398,0.123707,0.121796,0.139795,K
icsd_188450,0.107797,0.111431,0.118227,O
icsd_428393,0.238729,0.192685,0.210383,O
icsd_182945,0.162697,0.168033,0.175348,O
icsd_84735,0.07603,0.078679,0.032315,Cu
icsd_425886,0.123519,0.128097,0.140082,K
icsd_16242,0.121655,0.125718,0.111987,Na
icsd_9908,0.211708,0.218564,0.274163,F
icsd_238234,0.074152,0.07,0.084184,Li
icsd_100280,0.133574,0.138007,0.15792,O
icsd_280468,0.095454,0.098706,0.10809,K
icsd_43071,0.063999,0.066276,0.072243,Zn
icsd_96708,0.147612,0.148006,0.166621,O
icsd_100826,0.130326,0.139513,0.147223,O
icsd_10233,0.113863,0.138082,0.165106,O
icsd_50667,0.081751,0.097628,0.092712,Na
icsd_35475,0.17375,0.179429,0.19599,O
icsd_642364,0.050776,0.052642,0.032213,Li
icsd_44889,0.060958,0.06314,0.069378,Zn
icsd_93369,0.053961,0.055926,0.11294,Cu
icsd_67426,0.130438,0.10672,0.053579,Cu
icsd_9371,0.062006,0.064221,0.077393,Mg
icsd_16564,0.103458,0.110853,0.117012,Na
icsd_94608,0.125988,0.130186,0.142355,O
icsd_24183,0.116003,0.120993,0.145491,K
icsd_76935,0.090237,0.093327,0.168722,Na
icsd_188903,0.226373,0.130856,0.198024,O
icsd_251169,0.091614,0.094747,0.052652,O
icsd_72549,0.064581,0.066875,0.073444,Li
icsd_82466,0.124956,0.129122,0.125718,O
icsd_68756,0.065237,0.061004,0.080098,Mg
icsd_67600,0.15093,0.155902,0.175269,F
icsd_190949,0.115146,0.113799,0.130188,O
icsd_247202,0.119561,0.123559,0.150833,O
icsd_184497,0.035086,0.036466,0.040345,Zn
icsd_180733,0.163359,0.168716,0.119764,O
icsd_262732,0.131338,0.135702,0.148359,O
icsd_300168,0.061457,0.064447,0.078748,Al
icsd_53819,0.053215,0.055157,0.060689,Li
icsd_42127,0.078814,0.08155,0.074112,Cu
icsd_66929,0.125386,0.084842,0.090217,Cu
icsd_52578,0.088893,0.089621,0.098202,Ag
icsd_91282,0.055304,0.05329,0.058657,Li
icsd_36090,0.049146,0.118888,0.056123,Na
icsd_82364,0.079045,0.073394,0.081848,Na
icsd_194080,0.145038,0.149827,0.146549,O
icsd_171787,0.137398,0.14195,0.15516,O
icsd_424737,0.070954,0.124492,0.132374,Na
icsd_184536,0.16295,0.168294,0.183834,O
icsd_18306,0.165074,0.170483,0.208744,O
icsd_82173,0.069822,0.072279,0.118619,Ca
